food_id,dish_name,description,dish_type,serving_size,cooking_time,ingredients,cooking_method,dish_tags,calories,fat,fiber,sugar,protein,image_link,nutrient_content
913,Cá hấp củ sen,"Cá hấp củ sen là một món ăn ngon bổ dưỡng phù hợp các bữa ăn hàng ngày, đặc biệt với người già và trẻ em vì trong củ sen và cá có chứa rất nhiều vi chất dinh dưỡng, có thể ăn với cơm hay cuốn rau sống, bánh tráng, chấm nước mắm chua cay.",Món mặn,4 người,25,"Cá diêu hồng: 1 con, Củ sen: 1 củ, Bông cải xanh: 100g, Kỉ tử: 10 hạt, Hành lá cắt khúc: 2 cọng, gừng cắt sợi: 5 lát, Cần tàu: 2 cọng, Ớt sừng: 2 trái, Muối, tiêu, rượu trắng, dầu ăn, Bột ngọt AJI-NO-MOTO","Xếp cá ra dĩa sứ, cho bông cải và củ sen xung quanh, đem hấp khoảng 20 phút, rắc kỉ tử, ớt, cần tàu và phần gừng cắt sợi còn lại lên trên, đem hấp tiếp khoảng 10 phút, lấy cá ra, dội 2 muỗng dầu đun nóng lên mình cá.","cá hấp, củ sen, Nghệ thuật nấu ăn ngon gia đình",231,36,7,25,18,https://monngonmoingay.com/wp-content/uploads/2015/10/0065-ca-hap-cu-sen1.png,"231, 36, 7, 25, 18"
914,Tai heo kho cải chua,"Miếng tai heo vàng nâu bắt mắt, giòn giòn quyện với vị chua chua của dưa cải hấp dẫn cực kì. Chỉ cần biến tấu một chút, đảm bảo bạn sẽ có thêm một món kho đậm đà thơm ngon rất hợp để ăn cùng cơm trắng.",Món mặn,4 người,20,"Tai heo 1 cái, Cải chua 200g, Thơm 50g, Cà chua bi 50g, Hành lá, ngò gai, gừng, ớt hiểm đập dập, Đường, rượu trắng, dầu ăn, Bột ngọt AJI-NO-MOTO, Nước tương Phú Sĩ, Hạt nêm Aji-ngon Heo","Pha hỗn hợp kho: 1 muỗng bột ngọt AJI-NO-MOTO, 1 muỗng hạt nêm Aji-ngon, 1 muỗng đường, 2 muỗng nước tương Phú Sĩ, 2 chén nước nóng, khuấy tan. Xếp cọng hành trắng xuống dưới, rồi cho tai heo vào cùng với hỗn hợp kho. Bắc lên bếp, đun lửa vừa đến khi nước cạn 1/3, cho cải chua, cà chua bi, thơm và ớt hiểm vào nấu đến khi nước sánh lại, tai heo chuyển qua màu nâu, cho hành lá, ngò gai vào, tắt lửa. Để tai heo nguội bớt rồi gắp ra cắt khoanh tròn.","cải chua, tai heo, tai heo kho, thịt heo kho",410,12,8,25,6,https://monngonmoingay.com/wp-content/uploads/2016/12/Tai-heo.png,"410, 12, 8, 25, 6"
915,Súp cua nấm tuyết,"Đây là món ăn rất quen thuộc, thường xuất hiện trong phần khai vị của các bữa tiệc cưới, tiệc sinh nhật, có hương vị thơm ngon từ thịt cua và nấm tuyết, là món ăn khoái khẩu của cả người lớn và trẻ em.",Món mặn,4 người,30,"Xương gà: 300g, Thịt cua: 150g, Thịt ức gà: 150g, Nấm tuyết khô: 20g, Trứng gà: 1 quả, Hành tây: 50g, Bột năng: 100g, Tiêu, dầu mè, muối, Ngò rí, ớt, Nước tương LISA, Hạt nêm Aji-ngon Gà","Đun sôi nước dùng, nêm 1 muỗng hạt nêm Aji-ngon, 1/2 muỗng đường, 1/2 muỗng muối, cho cua, thịt gà và hành tây vào. Giảm nhỏ lửa, khuấy bột năng vào súp, đảo đều. Tiếp theo cho trứng vào quậy từ từ cho có sợi, thêm nấm tuyết, tắt bếp.","món ngon từ nấm, nấm tuyết, súp cua",234,19,4,28,17,https://monngonmoingay.com/wp-content/uploads/2015/08/supcuanamtuyet3.png,"234, 19, 4, 28, 17"
916,Ba chỉ chiên giòn – mắm thơm,"Thịt ba chỉ được áo đều 1 lớp bột giòn màu nâu sáng, lớp ngoài giòn giòn, bên trong thịt mềm, thơm mùi sả dịu, chấm cùng với nước mắm thơm, ớt băm cay cay. Món ngon cho bữa tối tối đây rồi các mẹ ơi, vào bếp làm ngay thôi",Món mặn,4 người,30,"Thịt ba chỉ da mỏng, ít mỡ 300g, Thơm 1/2 trái, ép lấy 1 chén, Thơm cắt hạt lựu pha nước chấm 1 muỗng, ĂN KÈM: Dưa leo, rau thơm ăn kèm., Gia vị: Dầu ăn, sả xay nhỏ, ớt băm, đường, Gia vị nêm sẵn Aji-Quick Bột chiên giòn Tên cũ: Bột Chiên Giòn Hải Sản","Làm mắm thơm: cho vào chảo nhỏ 1 chén nước thơm, 1 muỗng đường, nấu đến khi nước thơm sôi nhẹ, khuấy cho tan hết đường, tắt lửa, nêm thêm 3 muỗng nước mắm, để nguội, thêm ớt băm và thơm cắt hạt lựu. Chiên thịt: trộn thịt qua 1 lớp bột chiên giòn khô rồi tẩm qua hỗn hợp Aji-Quick Bột Chiên Giòn. Đun chảo dầu nóng, cho thịt vào chiên ngập dầu đến khi chín vàng giòn, vớt ra để ráo dầu.","ba chỉ, mắm thơm, thịt ba chỉ",315,18,8,11,40,https://monngonmoingay.com/wp-content/uploads/2019/03/ba-chi-chien-gion-mam-thom-500.jpg,"315, 18, 8, 11, 40"
917,Suông tôm giò heo,"Đặc trưng của món bún suông đó chính là những cọng chả tôm thơm ngon vàng rượi trên mặt tô, thêm vào là khoanh giò heo mềm rệu",Món mặn,4 người,35,"Giò heo 500g., Tôm đông lạnh 500g., Tôm sú 200g., Giò sống 100g., Hành tím, ngò, hành lá, hành phi, trứng, đường phèn, bột năng, tiêu, dầu ăn, nước mắm, muối, xốt tương LISA, Hạt nêm Aji-ngon Heo","Chả tôm dùng đũa nhúng dầu và tạo hình con đuông rồi cho vào nồi nước dùng. Thêm tôm sú, 1 muỗng đuòng phèn, 1 muỗng hạt nêm Aji-ngon, 1/2 muỗng muối, 1 muỗng màu điều, 1 muỗng nước mắm. Cho thêm 1 muỗng bột năng pha nước và hành tím phi vô nồi nước dùng, 1/2 muỗng tiêu.","bún suông, món bún",475,36,10,21,29,https://monngonmoingay.com/wp-content/uploads/2019/04/suong-gio-heo-2.jpg,"475, 36, 10, 21, 29"
918,Hàu chén nướng sốt tiêu xanh,Hàu chén nướng sốt tiêu xanh béo béo thơm thơm vị trứng cút kết hợp với hàu. Món ăn lại bắt mắt hấp dẫn bởi màu vàng của trứng cút kết hợp với màu xanh của hành lá và màu nâu xém cạnh của món nướng.,Món mặn,4 người,35,"Hàu sữa con to: 400g, Tiêu xanh đập dập: 2 nhánh, Trứng cút: 8 trứng, Chén nước chấm: 8 chén, Tỏi xay: 1 muỗng, Hành tím xay: 1 muỗng, Gừng băm nhỏ: 1 muỗng, Dầu điều: 1 muỗng, RAU NÊM: hành lá cắt nhỏ 2 muỗng, Gia vị: dầu hào, đường, tiêu xay, Bột ngọt AJI-NO-MOTO","Làm sốt nướng: cho dầu màu điều vào nồi nhỏ sau đó cho hết lượng hành tím và tỏi xay phi thơm tiếp theo cho gừng băm vào cùng với tiêu xanh vào xào thơm cùng với gia vị 2 muỗng dầu hào, 1 muỗng đường,1/2 muỗng tiêu xay cùng 2 muỗng Bột ngọt AJI-NO-MOTO sau đó đun sôi với 1/2 chén nước. Nướng hào: chia đều hào vào 8 chén đựng sốt sau đó cho 1/2 muỗng sốt tiêu xanh vào và trên cùng là 1 trứng cút và rắc thêm hành lá lên trên. Nướng hào bằng lò chiên không dầu ở nhiệt độ 200 độ khi lò nóng cho hào chén vào nướng với thời gian 3 phút.","hàu nướng, món hàu",321,36,8,21,6,https://monngonmoingay.com/wp-content/uploads/2023/03/hau-chen-nuoc-xot-tieu-xanh.jpg,"321, 36, 8, 21, 6"
919,Cá ngừ đại dương lúc lắc,"Món bò lúc lắc đã quá quen thuộc Món Ngon Mỗi Ngày có ý tưởng mới với nguyên liệu từ phi lê cá ngừ để chế biến món Cá ngừ đại dương lúc lắc cũng xuất sắc không kém nha Lạ và ngon, thử ngay Mẹ nhé",Món mặn,4 người,35,"Phi lê cá ngừ 300g, Ớt chuông vàng 50g, Ớt chuông đỏ 50g, Hành tây 1/2 củ, Tỏi củ 15g, Nước cốt chanh 2 muỗng, Mù tạt vàng 1 muỗng, Bơ 10g, ĂN KÈM: Khoai tây chiên, salad, cà chua, Gia vị: dầu ăn, tiêu, muối, đường, Bột ngọt AJI-NO-MOTO, Hạt nêm Aji-ngon Heo, Nước tương Phú Sĩ","Ướp cá: Ướp cá với 1 muỗng nước tương Phú Sĩ, 1 muỗng nước cốt chanh, 1/2 muỗng tiêu, 1/2 muỗng Hạt nêm Aji-ngon Heo, để thấm 5 7 phút. Pha xốt: Cho 2 muỗng nước lọc hòa cùng 1 muỗng Nước tương Phú Sĩ, 1/2 muỗng Bột ngọt AJI-NO-MOTO, 1 muỗng mù tạt vàng, 1 muỗng nước cốt chanh và 1/2 muỗng tương ớt, 1 muỗng tương cà, 1 muỗng đường, khuấy đều. Chiên: Đun nóng dầu, cho khoai tây vào chiên vàng, vớt ra giấy thấm dầu. Tiếp theo, cho cá ngừ vào chiên ngập dầu với lửa lớn, chiên cá vàng rồi nhanh tay vớt ra giấy thấm dầu. Xào: Cho 1 muỗng dầu vào chảo, phi thơm tỏi đập dập, cho ớt chuông và hành tây vào xóc đều, tiếp theo cho cá cùng với xốt đã pha xóc nhanh tay cho sốt bám đều lên các nguyên liệu. Cuối cùng, cho 10g bơ vào đảo đều rồi tắt lửa.","cá chiên, cá ngừ",197,25,9,17,20,https://monngonmoingay.com/wp-content/uploads/2020/06/ca-ngu-dai-duong-luc-lac-880.webp,"197, 25, 9, 17, 20"
920,Lẩu cá chình,"Thịt cá chình trắng, mềm thơm ngon kết hợp với vị ngọt của thơm và vị chua nhẹ của cà chua sẽ là món ăn lạ miệng trong những ngày chuyển mùa cho cả gia đình nha.",Món mặn,4 người,35,"Cá chình 0.5kg, Cà chua 1 quả, Thơm 1/2 trái, Bún 0.5kg, Nước dùng gà 1.5L, Sả cây 3 cây, Hành tây 1/2 củ, Hành tỏi băm 2 muỗng, RAU NÊM: ngò gai, hành lá cắt nhỏ, ĂN KÈM: thiên lý, bắp chuối, hành tây, nấm kim châm, cần nước, ớt hiểm cắt nhỏ, Gia vị: dầu ăn, nước mắm, đương, muối, Gia vị nêm sẵn Aji-Quick Lẩu Thái","Nấu lẩu: phi thơm hành tỏi băm với 5 muỗng dầu ăn, cho cà chua và thơm băm vào xào mềm, nêm 1/3 muỗng đường, 1/4 muỗng muối. Cho thêm 1.5L nước dùng vào nấu sôi, thêm sả đập dập vào, nêm 1 gói Gia vị nêm sẵn Aji-Quick Lẩu Thái, cho thơm cắt rẻ quạt và cá chình vào nấu,nêm thêm 1 muỗng đường, thả hành tây và rau nêm vào, tắt lửa.","cá chình, lẩu, lẩu cá, món lẩu dễ làm",309,23,7,14,38,https://monngonmoingay.com/wp-content/uploads/2019/05/lau-ca-chinh-500.jpg,"309, 23, 7, 14, 38"
921,Lươn cuốn thịt om riềng,"Nếu bạn hay mua lươn về chỉ để nấu cháo hay om với chuối xanh, bạn sẽ rất tiếc khi biết rằng, ngoài chế biến các món quen thuộc trên, bạn còn có thể kết hợp lươn với thịt và đem om với loại gia vị có vị thơm rất đặc biệt là riềng. Vậy nên, lúc nào đi chợ bạn hãy nhanh nhanh mua đủ các nguyên liệu này về làm món Lươn cuộn thịt om riềng ngon ơi là ngon này nhé",Món mặn,4 người,30,"Lươn: 200g, Thịt xay: 80g, Riềng nhỏ: 2 củ, Nghệ nhỏ: 2 củ, Hành tím băm: 1 muỗng, Tỏi băm: 1 muỗng, Tỏi phi: 1 muỗng, Rau răm, nước mắm, Hành lá: 12 cọng, Nước nghệ, nước riềng, Hạt nêm Aji-ngon Gà, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản","-Cho 1 muỗng xốt Mayonnaise Aji-Mayo vào nồi đất, phi thơm hành tỏi băm, cho lươn vào chiên cho lươn săn lại, cho riềng nghệ cắt lát vào, thêm nước nóng vào xấp mặt, đậy nắp -Om đến khi nước cạn gần hết, cho xốt đã pha vào, tắt bếp, thêm rau răm vào, đảo đều.",Nghệ thuật nấu ăn ngon gia đình,560,33,7,19,38,https://monngonmoingay.com/wp-content/uploads/2015/08/luon-cuon-thit-om-rieng-540-360.jpg,"560, 33, 7, 19, 38"
922,Bánh canh vịt,"Bánh canh giò heo, bánh canh cua đã quá phổ biến nhưng bạn đã biết đến món Bánh canh vịt chưa Một món ăn sáng siêu đỉnh, ngon miệng, dễ làm cuối tuần này đãi cả nhà Mẹ nhé",Món mặn,4 người,50,"Thịt vịt: 1/2 con, Bánh canh bột gạo loại có áo bột năng: 800g, Củ nén: 3 muỗng, Hành tím củ: 5 củ, Gừng: 1 củ, Nấm rơm búp: 100g, Củ cải trắng: 100g, RAU NÊM: hành lá, rau răm cắt nhỏ, ĂN KÈM: ớt tươi, chanh, Ớt bột, muối, đường, tiêu, nước mắm, rượu trắng, dầu ăn, Hạt nêm Aji-ngon Heo, Bột ngọt AJI-NO-MOTO","Nấu bánh canh vịt: Phi thơm phần củ nén và hành tím giã còn lại, đổ thịt vịt vào xào săn kỹ rồi thêm 1,5 lít nước nấu sôi, cho củ cải trắng vào, nêm thêm 1 muỗng Hạt nêm Aji-ngon Heo, 2 muỗng Bột ngọt AJI-NO-MOTO, 1 muỗng đường và 1 muỗng nước mắm. Nấu lửa vừa khoảng 20 phút cho thịt vịt mềm, thêm nấm rơm vào nấu khoảng 3 phút rồi thả bánh canh vào, nấu sôi lại thì tắt lửa.","banh canh, bánh canh vịt",427,19,4,15,33,https://monngonmoingay.com/wp-content/uploads/2020/06/banh-canh-vit-880.webp,"427, 19, 4, 15, 33"
923,Xúc xích ếch,"Có bao giờ bạn nghĩ tới một món ăn đặc biệt mang âm hưởng của miền quê nước Đức được kết hợp với tinh tuý ẩm thực Việt chưa Hôm nay Món Ngon Mỗi Ngày mang đến cho bạn món ăn với đúng tinh thần ấy, đó là món Xúc Xích Ếch. Thịt ếch bổ dưỡng giàu chất đạm được nhồi trong dồi trường vừa lạ miệng lại độc đáo, chiên chín vàng, đảm bảo không những trẻ con mà người lớn cũng sẽ mê tít món này đó",Món mặn,4 người,15,"Thịt ếch 300g, Giò sống 200g, Lòng non 200g, Sả băm 1 muỗng, Hành tím băm 1 muỗng, Tiêu sọ bể 1 muỗng, Lá chanh cắt nhuyễn 1/2 muỗng, Đường, nước mắm, dầu ăn, Hạt nêm Aji-ngon Heo, Bột ngọt AJI-NO-MOTO, Xốt Mayonnaise Aji-mayo Vị Nguyên Bản","Nhồi xúc xích ếch: Cho hết phần thịt ếch băm đã ướp gia vị vào bao bắt bông kem và nhồi vào lòng non, chia xúc xích thành từng đoạn 10cm, dùng chỉ buộc hai đầu cho vào hấp 20 phút, gắp ra để nguội. Chiên xúc xích ếch: Làm nóng dầu cho xúc xích ếch vào chiên, đến khi vàng xém, lấy ra, để nguội.","ếch, món chiên, xúc xích, xúc xích ếch",361,19,9,26,27,https://monngonmoingay.com/wp-content/uploads/2016/09/29-Xuc-xich-ech-540-360.jpg,"361, 19, 9, 26, 27"
924,Cháo thịt bò trứng muối,"Món cháo bổ dưỡng có tính nhiệt nên rất tốt cho việc giải cảm, rất ngon miệng, lạ miệng nhưng vẫn rất dễ ăn và đầy đủ dinh dưỡng cho những bà mẹ trẻ có con nhỏ nhé.",Món mặn,4 người,40,"Thịt bò: 150g, Gạo tẻ: 70g, Gạo nếp: 30g, Gừng: 1 củ nhỏ, Hành tím: 2 củ, Trứng vịt muối: 4 quả, Hành lá, ngò rí, tiêu, muối, dầu ăn, Hạt nêm Aji-ngon Heo","Cho gạo và nếp vào nồi, thêm 750 muỗngl nước, nêm 1/2 muỗng muối, nấu đến khi đặc, thêm tiếp 750 muỗngl nước lạnh vào nồi nấu đến khi cháo nhừ. Phi thơm hành tím, cho thịt bò vào chảo thật nóng rồi tắt bếp ngay để xào săn, trút vào nồi cháo nấu sôi, tắt lửa, nêm 1 muỗng hạt nêm Aji-ngon.","món cháo, món cháo ngon, món cháo ngon dễ nấu, món ngon từ trứng muối",352,26,10,17,7,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-2274-chao-thit-bo-trung-muoi.png,"352, 26, 10, 17, 7"
925,Bánh đúc tôm thịt,"Bánh đúc tôm thịt là loại bánh truyền thống Việt Nam, bánh chín mềm, dẻo, bùi, nhân đậm đặc, ăn với nước mắm ngọt thanh vị vừa ăn, là món ăn khoái khẩu của nhiều người.",Món mặn,4 người,15,"Bột gạo: 80g, Nước cốt dừa: 600 muỗngl, Thịt nạc dăm, Tôm khô: 20g, Nước dừa tươi: 1 chén, Hành tím băm,củ sắn xắt sợi nhuyễn, tỏi băm, ớt băm, hành lá, ngò rí, chanh, Nước mắm, đường, dầu ăn, Hạt nêm Aji-ngon Heo","Thoa dầu vào khuôn, lót ni lon, cho 1/2 lượng bột vào khuôn, cho tiếp 1 lớp nhân, 1 lớp bột rồi 1 lớp nhân lên mặt. Cho vào xửng nước sôi, hấp khoảng 15 phút cho bánh chín. Lấy bánh ra, gắn ngò lên mặt. Pha nước mắm ăn kèm: 1 chén nước dừa tươi, 1 muỗng đường, 1 muỗng nước cốt chanh, 1.5 muỗng nước mắm, tỏi và ớt băm.","banh duc, món bánh",378,30,6,28,25,https://monngonmoingay.com/wp-content/uploads/2015/08/IMG-0145-banh-duc-tom-thit.png,"378, 30, 6, 28, 25"
926,Đậu kho gừng,"Món chay vừa tốt cho sức khoẻ, lại vừa hấp dẫn nhìn ngon mắt thì chỉ có thể là Đậu kho gừng Cà chua, cà rốt thấm vị, thơm mùi gừng, đậu chín mềm vẫn giữ được vị ngọt tự nhiên, rưới cùng nước sốt cà chua nhẹ cho hương vị hài hoà nhưng cực kì lôi cuốn.",Món mặn,4 người,45,"Đậu Hà Lan trái 150g, Đậu cô ve 150g, Chả chay 100g, Cà chua 2 quả, Cà rốt 100g, Nước dừa tươi 150 muỗngl, Hành boaro, gừng băm, Đường, muối, tiêu, dầu ăn, Hạt nêm Aji-ngon Nấm, Bột ngọt AJI-NO-MOTO, Nước tương Phú Sĩ","Pha xốt kho: Hòa tan 7 muỗng nước tương Phú Sĩ, 3 muỗng đường, 2 muỗng hạt nêm Aji-ngon Nấm hương và Hạt sen, 1 muỗng bột ngọt A-JI-NO-MOTO, 1/2 muỗng muối và 150 muỗngl nước dừa tươi. Đun nóng dầu ăn, cho hành boaro và 1 muỗng gừng băm vào, xào thơm, rồi cho rau củ vào xào sơ, cho tiếp xốt kho vào, kho khoảng 5-7 phút, cho cà chua và chả chay vào, nấu thêm 3 phút đến khi nước sánh lại, nếm vị vừa ăn. Tắt lửa.","dau kho, dau kho gung, món chay, món kho",408,21,4,14,27,https://monngonmoingay.com/wp-content/uploads/2017/12/dau-kho-gung-500.jpg,"408, 21, 4, 14, 27"
927,Teriyaki cá hồi,"Đổi khẩu vị cho cả nhà với món ăn mang nét Nhật Bản: Teriyaki Cá hồi. Cá hồi vốn là nguyên liệu không quen thuộc với người nội trợ Việt, tuy nhiên, với công thức mới lạ này, món cá thơm lừng có màu sắc đẹp và hấp dẫn, quyện trong xốt Teriyaki hài hòa thơm nước tương Phú Sĩ cùng mè rang ở mặt trên và các loại rau củ chín vừa sẽ làm cho bữa cơm của cả nhà trở nên thật đặc biệt",Món mặn,4 người,25,"Cá hồi phi lê: 250g, Bông cải xanh: 100g, Bí ngòi: 1/2 trái, Thì là băm nhỏ: 2 nhánh, Rượu: 3 muỗng Có thể dùng rượu Mirin hoặc vang trắng, Boa rô: 1 nhánh, Mè trắng rang: 1 muỗng, Gừng: 3 lát, Đường, muối, tiêu, mật ong, dầu olive, dầu mè, Nước tương Phú Sĩ","Đun nóng dầu olive, cho cá hồi vào áp chảo với lửa vừa khoảng 2 3 phút. Pha xốt: Cho 3 muỗng nước tương Phú sĩ, 2 muỗng mật ong, 1 muỗng dầu mè, 2 muỗng nước sôi để nguội, 2 muỗng rượu Mirin, khuấy đều. Đun nóng 1 muỗng dầu olive, cho boa rô vào chiên thơm, vớt ra. Cho tiếp gừng vào xào thơm, rồi trút hỗn hợp xốt vào nấu cho xốt hơi sánh lại, tắt lửa.","cá hồi, món Nhật, Nhật Bản, teriyaki",268,23,10,15,30,https://monngonmoingay.com/wp-content/uploads/2016/05/teriyaki-ca-hoi-540-360.jpg,"268, 23, 10, 15, 30"
928,Gỏi khoai môn chiên giòn,"Mang món gỏi tuyệt ngon về nhà, vốn là thực đơn tại các nhà hàng sang Khoai môn thái sợi chiên giòn tan, vừa béo thơm vừa giòn sựt, được trộn nước sốt gỏi chua dịu, ngọt nhẹ, cay cay và rất thơm. Dùng cùng mực mềm, thấm vị, kết hợp hoàn hảo với khoai môn về hương vị lẫn màu sắc của món ăn.",Món mặn,4 người,15,"Mực tươi 200g, Khoai môn 200g, Hành tây 1 củ, Cần tây 1 cây, Ớt sừng 1 quả, Đậu phộng, Tỏi băm, ớt băm, húng lũi, Muối, đường, sa tế ớt, Nước mắm, tương ớt, dầu ăn, Hạt nêm Aji-ngon Heo, Bột ngọt AJI-NO-MOTO, Giấm gạo lên men Ajinomoto","Nước trộn gỏi: 1/2 muỗng tỏi ớt băm, 1/2 muỗng nước mắm, 1 muỗng đường, 1 muỗng tương ớt, 2 muỗng Giấm gạo lên men LISA, khuấy đều.","gỏi, khoai môn",303,30,5,21,17,https://monngonmoingay.com/wp-content/uploads/2016/02/1_GoiKhoaiMonChienGion540-e1454591592450.jpg,"303, 30, 5, 21, 17"
